,Airline,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins
6876,Air India,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,3100.0,3,15,6,20,7,40,80
6877,Air India,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,3100.0,6,9,21,5,22,25,80
6878,SpiceJet,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No info,3873.0,5,18,6,55,9,30,155
6879,IndiGo,Mumbai,Hyderabad,BOM ? HYD,20:05,21:35,1h 30m,non-stop,No info,5232.0,3,3,20,5,21,35,90
6880,Jet Airways,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,3359.0,5,27,18,55,22,0,185
6881,IndiGo,Banglore,New Delhi,BLR ? DEL,07:10,10:05,2h 55m,non-stop,No info,6144.0,3,24,7,10,10,5,175
6882,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:00,4h 25m,1 stop,No info,7725.0,3,6,7,35,12,0,265
6883,Air India,Banglore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,4441.0,3,24,21,5,23,55,170
6884,Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15,38h,3 stops,No info,10703.0,6,27,5,15,19,15,2280
6885,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05,12h 55m,1 stop,In-flight meal not included,8529.0,6,12,21,10,10,5,775
6886,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,04:00,13:20,9h 20m,1 stop,No info,14973.0,3,3,4,0,13,20,560
6887,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,No info,14571.0,5,24,8,25,19,50,685
6888,SpiceJet,Banglore,Delhi,BLR ? DEL,21:10,00:05,2h 55m,non-stop,No check-in baggage included,3257.0,6,3,21,10,0,5,175
6889,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,23:00,6h 5m,1 stop,In-flight meal not included,11087.0,3,18,16,55,23,0,365
6890,SpiceJet,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No info,3873.0,4,1,6,55,9,30,155
6891,SpiceJet,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No info,4423.0,4,15,9,30,12,20,170
6892,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,07:40,20h 45m,2 stops,No info,11753.0,6,3,10,55,7,40,1245
6893,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,No info,14571.0,5,24,16,30,23,35,425
6894,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,06:00,21:00,15h,1 stop,No info,8475.0,6,3,6,0,21,0,900
6895,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,10:05,14h 5m,1 stop,No info,13941.0,5,1,20,0,10,5,845
6896,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:45,19:00,23h 15m,1 stop,No info,16079.0,5,21,19,45,19,0,1395
6897,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,04:00,18:50,14h 50m,1 stop,No info,13399.0,3,6,4,0,18,50,890
6898,Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15,26h 35m,2 stops,No info,9653.0,6,6,16,40,19,15,1595
6899,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,14714.0,6,6,10,0,19,0,540
6900,Air Asia,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383.0,6,18,11,10,13,55,165
6901,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,08:15,18h 10m,1 stop,No info,22270.0,3,1,14,5,8,15,1090
6902,Vistara,Chennai,Kolkata,MAA ? CCU,07:05,09:20,2h 15m,non-stop,No info,5944.0,3,3,7,5,9,20,135
6903,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,08:15,13h 20m,1 stop,In-flight meal not included,9663.0,5,12,18,55,8,15,800
6904,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,9h 20m,1 stop,No info,7740.0,6,1,11,40,21,0,560
6905,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,20:30,23:15,26h 45m,1 stop,No info,7211.0,4,1,20,30,23,15,1605
6906,Jet Airways,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,7229.0,4,1,18,55,22,0,185
6907,IndiGo,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4174.0,4,6,11,30,14,5,155
6908,Air India,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5170.0,3,15,14,15,16,45,150
6909,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,09:10,18:50,9h 40m,1 stop,No info,15135.0,3,3,9,10,18,50,580
6910,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,15:05,20:20,5h 15m,1 stop,No info,4649.0,4,9,15,5,20,20,315
6911,Vistara,Banglore,Delhi,BLR ? DEL,07:00,09:40,2h 40m,non-stop,No info,4668.0,5,1,7,0,9,40,160
6912,Air India,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25,12h 45m,1 stop,No info,7480.0,6,12,20,40,9,25,765
6913,Air India,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,6121.0,4,18,17,0,19,45,165
6914,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00,19h 55m,2 stops,No info,15129.0,5,27,23,5,19,0,1195
6915,Air India,Kolkata,Banglore,CCU ? GAU ? BLR,09:50,21:05,11h 15m,1 stop,No info,7452.0,5,6,9,50,21,5,675
6916,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,10:55,25h 20m,1 stop,In-flight meal not included,10539.0,6,6,9,35,10,55,1520
6917,IndiGo,Banglore,New Delhi,BLR ? DEL,22:20,01:10,2h 50m,non-stop,No info,7648.0,3,3,22,20,1,10,170
6918,SpiceJet,Banglore,New Delhi,BLR ? DEL,09:35,12:30,2h 55m,non-stop,No info,3925.0,3,24,9,35,12,30,175
6919,IndiGo,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,6,15,13,15,15,35,140
6920,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05,15h 10m,1 stop,In-flight meal not included,8586.0,5,1,18,55,10,5,910
6921,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,16:55,19:15,26h 20m,2 stops,No info,13591.0,6,27,16,55,19,15,1580
6922,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,9646.0,6,1,7,5,16,10,545
6923,Vistara,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,4668.0,5,6,9,45,12,35,170
6924,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,10h 25m,1 stop,No info,10203.0,5,9,10,0,20,25,625
6925,Air India,Banglore,New Delhi,BLR ? COK ? DEL,06:55,13:20,6h 25m,1 stop,No info,7932.0,3,24,6,55,13,20,385
6926,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,07:55,15h 5m,1 stop,No info,7893.0,4,1,16,50,7,55,905
6927,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,13029.0,5,9,5,30,19,0,810
6928,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,09:00,12:35,27h 35m,1 stop,In-flight meal not included,10262.0,6,12,9,0,12,35,1655
6929,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,19:20,23:45,4h 25m,1 stop,No info,3574.0,6,12,19,20,23,45,265
6930,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,07:55,22:25,14h 30m,1 stop,No info,8759.0,6,3,7,55,22,25,870
6931,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,07:40,23h 40m,1 stop,In-flight meal not included,13502.0,3,3,8,0,7,40,1420
6932,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,14:35,14:35,24h,1 stop,No info,6528.0,5,18,14,35,14,35,1440
6933,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,15:05,04:25,13h 20m,1 stop,In-flight meal not included,6017.0,3,27,15,5,4,25,800
6934,Vistara,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,5613.0,4,9,19,30,22,15,165
6935,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,08:45,10:15,1h 30m,non-stop,No info,8040.0,6,27,8,45,10,15,90
6936,IndiGo,Banglore,New Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,5694.0,3,24,4,0,6,50,170
6937,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00,25h 30m,1 stop,In-flight meal not included,12898.0,5,21,17,30,19,0,1530
6938,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,19:25,11h 50m,1 stop,No info,5192.0,6,12,7,35,19,25,710
6939,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,15:00,19:00,28h,1 stop,No info,14714.0,6,1,15,0,19,0,1680
6940,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,23:00,17h 15m,1 stop,No info,13817.0,3,12,5,45,23,0,1035
6941,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,14714.0,6,15,9,0,19,0,600
6942,IndiGo,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,3597.0,5,12,19,35,21,55,140
6943,Air India,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6121.0,5,9,13,20,16,10,170
6944,Air India,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,16:50,05:35,12h 45m,2 stops,No info,11642.0,6,9,16,50,5,35,765
6945,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,16:00,04:25,12h 25m,1 stop,No info,15764.0,3,6,16,0,4,25,745
6946,IndiGo,Kolkata,Banglore,CCU ? BLR,04:40,07:15,2h 35m,non-stop,No info,4804.0,6,1,4,40,7,15,155
6947,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,13223.0,5,27,10,55,19,15,500
6948,IndiGo,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858.0,6,24,11,35,14,0,145
6949,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30,15h 10m,1 stop,No info,6795.0,6,3,10,20,1,30,910
6950,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:15,5h 30m,1 stop,No info,8327.0,3,9,16,45,22,15,330
6951,Air India,Delhi,Cochin,DEL ? BLR ? COK,09:30,23:00,13h 30m,1 stop,No info,8907.0,5,21,9,30,23,0,810
6952,IndiGo,Kolkata,Banglore,CCU ? GAU ? BLR,15:10,20:30,5h 20m,1 stop,No info,7095.0,6,9,15,10,20,30,320
6953,Air India,Delhi,Cochin,DEL ? BOM ? COK,21:00,07:40,10h 40m,1 stop,No info,6902.0,3,21,21,0,7,40,640
6954,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35,17h 5m,2 stops,In-flight meal not included,13029.0,5,21,19,30,12,35,1025
6955,Air India,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,8372.0,5,9,10,0,19,15,555
6956,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,10844.0,5,24,8,25,19,50,685
6957,Air Asia,Kolkata,Banglore,CCU ? BLR,19:35,22:05,2h 30m,non-stop,No info,4384.0,3,6,19,35,22,5,150
6958,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,12h 30m,1 stop,No info,12121.0,5,15,9,35,22,5,750
6959,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,14:25,28h 50m,1 stop,No info,11467.0,5,21,9,35,14,25,1730
6960,IndiGo,Banglore,New Delhi,BLR ? DEL,20:00,22:55,2h 55m,non-stop,No info,6860.0,3,3,20,0,22,55,175
6961,Air India,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,11241.0,6,15,10,0,19,15,555
6962,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:45,20:40,24h 55m,1 stop,No info,13759.0,3,24,19,45,20,40,1495
6963,IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,19:35,23:15,3h 40m,1 stop,No info,4226.0,5,1,19,35,23,15,220
6964,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30,9h 30m,1 stop,No info,9274.0,5,9,16,0,1,30,570
6965,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,No info,12192.0,6,27,8,0,19,0,660
6966,IndiGo,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,4804.0,6,9,9,35,12,20,165
6967,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,11:30,12:35,25h 5m,1 stop,In-flight meal not included,10262.0,6,27,11,30,12,35,1505
6968,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,13:00,12:35,23h 35m,1 stop,In-flight meal not included,10262.0,6,15,13,0,12,35,1415
6969,IndiGo,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,3175.0,6,9,16,55,18,25,90
6970,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,17:30,12:35,19h 5m,1 stop,In-flight meal not included,12898.0,5,27,17,30,12,35,1145
6971,Jet Airways,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,No info,9564.0,6,21,11,0,14,15,195
6972,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,19:00,29h 35m,2 stops,No info,12819.0,6,27,13,25,19,0,1775
6973,Air India,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,09:10,07:55,22h 45m,2 stops,No info,15187.0,3,24,9,10,7,55,1365
6974,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,13:45,28h 20m,2 stops,No info,12802.0,5,24,9,25,13,45,1700
6975,IndiGo,Kolkata,Banglore,CCU ? BLR,09:35,12:10,2h 35m,non-stop,No info,4804.0,6,3,9,35,12,10,155
6976,SpiceJet,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,6300.0,3,9,17,45,20,5,140
6977,SpiceJet,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873.0,5,27,17,10,19,40,150
6978,IndiGo,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,5224.0,6,1,17,15,19,50,155
6979,Air India,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,5228.0,4,15,21,5,23,55,170
6980,Air India,Mumbai,Hyderabad,BOM ? BLR ? HYD,09:15,09:15,24h,1 stop,No info,8065.0,3,12,9,15,9,15,1440
6981,Air India,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,4441.0,4,3,21,5,23,55,170
6982,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:15,8h 40m,1 stop,No info,7354.0,6,3,10,35,19,15,520
6983,Air India,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,6094.0,5,21,5,10,8,0,170
6984,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,12:00,16h,1 stop,In-flight meal not included,7064.0,4,1,20,0,12,0,960
6985,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,04:25,18h 50m,2 stops,No info,13292.0,6,9,9,35,4,25,1130
6986,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35,22h,2 stops,No info,13376.0,6,12,14,35,12,35,1320
6987,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,10:45,18:50,32h 5m,2 stops,In-flight meal not included,7791.0,3,21,10,45,18,50,1925
6988,Air India,Delhi,Cochin,DEL ? MAA ? COK,12:30,09:25,20h 55m,1 stop,No info,7480.0,6,12,12,30,9,25,1255
6989,IndiGo,Kolkata,Banglore,CCU ? MAA ? BLR,08:10,13:00,4h 50m,1 stop,No info,5069.0,5,15,8,10,13,0,290
6990,SpiceJet,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3257.0,6,18,9,30,12,20,170
6991,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,12:50,01:30,12h 40m,1 stop,No info,34273.0,5,9,12,50,1,30,760
6992,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00,23h 50m,2 stops,No info,16704.0,5,18,19,10,19,0,1430
6993,Air India,Kolkata,Banglore,CCU ? JAI ? DEL ? BLR,08:20,23:15,14h 55m,2 stops,No info,11432.0,5,9,8,20,23,15,895
6994,Air India,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,4307.0,3,12,21,5,22,25,80
6995,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,12:35,17h 5m,2 stops,In-flight meal not included,13029.0,5,27,19,30,12,35,1025
6996,Air India,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,non-stop,No info,3100.0,5,21,15,0,16,25,85
6997,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:45,22:35,26h 50m,1 stop,In-flight meal not included,10031.0,3,24,19,45,22,35,1610
6998,SpiceJet,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841.0,6,6,6,55,9,30,155
6999,Jet Airways,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4030.0,5,15,19,50,22,50,180
7000,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15,21h 15m,2 stops,No info,10441.0,6,15,22,0,19,15,1275
7001,Air India,Kolkata,Banglore,CCU ? BBI ? IXR ? DEL ? BLR,12:00,23:15,35h 15m,3 stops,No info,14221.0,3,24,12,0,23,15,2115
7002,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262.0,6,3,11,30,19,0,450
7003,Jet Airways,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,7229.0,4,15,11,10,14,5,175
7004,IndiGo,Banglore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,non-stop,No info,8033.0,3,24,13,0,15,50,170
7005,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,6818.0,6,15,5,5,12,10,425
7006,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,08:45,21:00,12h 15m,1 stop,No info,7485.0,5,21,8,45,21,0,735
7007,SpiceJet,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No info,3971.0,6,3,9,30,12,20,170
7008,SpiceJet,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0,5,15,17,45,20,5,140
7009,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,02:55,04:25,1h 30m,non-stop,No info,5678.0,3,18,2,55,4,25,90
7010,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,07:55,22h 30m,1 stop,No info,8366.0,5,24,9,25,7,55,1350
7011,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,11753.0,6,6,10,55,19,15,500
7012,SpiceJet,Kolkata,Banglore,CCU ? BLR,22:20,00:40,2h 20m,non-stop,No check-in baggage included,3841.0,6,24,22,20,0,40,140
7013,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:25,6h 25m,1 stop,No info,9345.0,5,15,17,0,23,25,385
7014,Air India,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,08:55,18h 25m,2 stops,No info,15107.0,6,6,14,30,8,55,1105
7015,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:05,22:30,15h 25m,1 stop,No info,9646.0,6,6,7,5,22,30,925
7016,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,07:05,04:25,21h 20m,1 stop,In-flight meal not included,10262.0,6,9,7,5,4,25,1280
7017,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25,9h 15m,2 stops,In-flight meal not included,8456.0,3,27,19,10,4,25,555
7018,SpiceJet,Kolkata,Banglore,CCU ? BLR,22:20,00:40,2h 20m,non-stop,No check-in baggage included,3841.0,6,9,22,20,0,40,140
7019,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:05,13:20,6h 15m,1 stop,No info,12537.0,3,27,7,5,13,20,375
7020,IndiGo,Kolkata,Banglore,CCU ? BLR,09:35,12:10,2h 35m,non-stop,No info,4804.0,6,6,9,35,12,10,155
7021,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:20,21:00,10h 40m,1 stop,No info,7005.0,6,6,10,20,21,0,640
7022,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:05,21:00,13h 55m,1 stop,No info,13587.0,6,15,7,5,21,0,835
7023,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4050.0,5,12,7,5,8,30,85
7024,IndiGo,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,4148.0,3,21,9,35,12,20,165
7025,IndiGo,Chennai,Kolkata,MAA ? CCU,05:15,07:40,2h 25m,non-stop,No info,3850.0,5,1,5,15,7,40,145
7026,IndiGo,Banglore,Delhi,BLR ? DEL,01:30,04:15,2h 45m,non-stop,No info,4591.0,4,27,1,30,4,15,165
7027,Jet Airways,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,8016.0,6,18,17,45,20,45,180
7028,IndiGo,Kolkata,Banglore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,4804.0,5,18,15,15,17,45,150
7029,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,05:45,08:15,26h 30m,1 stop,No info,13941.0,5,18,5,45,8,15,1590
7030,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,06:40,21:00,14h 20m,1 stop,No info,7006.0,5,21,6,40,21,0,860
7031,Air India,Kolkata,Banglore,CCU ? GAU ? IMF ? DEL ? BLR,09:50,23:15,13h 25m,3 stops,No info,14015.0,5,12,9,50,23,15,805
7032,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,22:55,07:40,8h 45m,1 stop,In-flight meal not included,11087.0,3,12,22,55,7,40,525
7033,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,06:40,12:00,5h 20m,1 stop,No info,5647.0,3,9,6,40,12,0,320
7034,IndiGo,Delhi,Cochin,DEL ? PNQ ? COK,23:30,04:35,5h 5m,1 stop,No info,8745.0,5,21,23,30,4,35,305
7035,Jet Airways,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,8016.0,6,1,6,0,8,45,165
7036,Jet Airways,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202.0,6,9,11,0,14,15,195
7037,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,16:00,18:50,26h 50m,1 stop,In-flight meal not included,5963.0,3,21,16,0,18,50,1610
7038,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,09:45,22:30,12h 45m,1 stop,No info,9646.0,6,6,9,45,22,30,765
7039,Air India,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3100.0,6,21,13,55,15,25,90
7040,IndiGo,Kolkata,Banglore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,4148.0,3,9,15,20,17,55,155
7041,IndiGo,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4823.0,5,1,18,25,21,20,175
7042,SpiceJet,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0,4,6,17,10,19,40,150
7043,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,2 stops,No info,13014.0,6,3,9,40,19,0,560
7044,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25,26h 10m,1 stop,In-flight meal not included,10262.0,6,9,2,15,4,25,1570
7045,Air India,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,non-stop,No info,2575.0,3,27,21,5,22,25,80
7046,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,08:00,15:15,7h 15m,1 stop,No info,19225.0,3,6,8,0,15,15,435
7047,IndiGo,Kolkata,Banglore,CCU ? BLR,20:20,22:55,2h 35m,non-stop,No info,4174.0,4,6,20,20,22,55,155
7048,GoAir,Delhi,Cochin,DEL ? BOM ? COK,14:25,19:35,5h 10m,1 stop,No info,7870.0,6,6,14,25,19,35,310
7049,Air India,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,7934.0,3,21,13,0,19,15,375
7050,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,10:45,18:50,8h 5m,2 stops,No info,11360.0,3,21,10,45,18,50,485
7051,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,06:50,16:10,9h 20m,1 stop,No info,6442.0,6,27,6,50,16,10,560
7052,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25,7h 30m,1 stop,In-flight meal not included,10262.0,6,3,20,55,4,25,450
7053,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,6732.0,3,27,11,30,19,15,465
7054,Vistara,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,4668.0,6,9,9,45,12,35,170
7055,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,02:00,07:45,5h 45m,1 stop,No info,6258.0,4,21,2,0,7,45,345
7056,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:15,12h 10m,1 stop,No info,16108.0,6,15,7,5,19,15,730
7057,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,06:40,13:20,6h 40m,1 stop,No info,14871.0,3,6,6,40,13,20,400
7058,Air Asia,Banglore,Delhi,BLR ? DEL,23:55,02:45,2h 50m,non-stop,No info,4483.0,4,9,23,55,2,45,170
7059,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,23:35,27h 10m,1 stop,In-flight meal not included,8066.0,5,12,20,25,23,35,1630
7060,SpiceJet,Kolkata,Banglore,CCU ? IXB ? BLR,11:15,18:30,7h 15m,1 stop,No info,9946.0,6,9,11,15,18,30,435
7061,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,15:10,20:50,5h 40m,1 stop,No info,6027.0,5,21,15,10,20,50,340
