,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6
6197,GoAir,Delhi,Cochin,1 stop,No info,3876,6,24,10,35,19,35,540,7.177777777777778,DEL,BOM,COK,None,None,None
6198,Vistara,Banglore,Delhi,non-stop,No info,5613,4,27,19,30,22,15,165,34.018181818181816,BLR,DEL,None,None,None,None
6199,Air India,Delhi,Cochin,2 stops,No info,8971,3,27,5,55,7,40,1545,5.8064724919093855,DEL,NAG,BOM,COK,None,None
6200,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030,5,21,19,50,22,50,180,22.38888888888889,BLR,DEL,None,None,None,None
6201,IndiGo,Delhi,Cochin,1 stop,No info,8075,3,27,15,0,1,35,635,12.716535433070867,DEL,BOM,COK,None,None,None
6202,Multiple carriers,Delhi,Cochin,1 stop,No info,7005,6,15,6,0,21,0,900,7.783333333333333,DEL,BOM,COK,None,None,None
6203,IndiGo,Kolkata,Banglore,non-stop,No info,4778,3,6,22,10,0,55,165,28.957575757575757,CCU,BLR,None,None,None,None
6204,Vistara,Chennai,Kolkata,non-stop,No info,3687,5,9,7,5,9,20,135,27.31111111111111,MAA,CCU,None,None,None,None
6205,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,9,11,30,4,25,1015,10.110344827586207,DEL,BOM,COK,None,None,None
6206,Air India,Delhi,Cochin,2 stops,No info,15113,3,3,5,55,7,40,1545,9.781877022653722,DEL,BHO,BOM,COK,None,None
6207,IndiGo,Delhi,Cochin,1 stop,No info,6979,5,6,10,35,1,30,895,7.797765363128492,DEL,BOM,COK,None,None,None
6208,Multiple carriers,Delhi,Cochin,1 stop,No info,6717,3,21,7,5,16,10,545,12.324770642201836,DEL,HYD,COK,None,None,None
6209,Jet Airways,Banglore,New Delhi,1 stop,No info,16736,3,6,8,55,23,0,845,19.805917159763315,BLR,BOM,DEL,None,None,None
6210,Air India,Banglore,New Delhi,1 stop,No info,7192,3,15,11,50,19,50,480,14.983333333333333,BLR,MAA,DEL,None,None,None
6211,IndiGo,Kolkata,Banglore,1 stop,No info,4226,4,15,6,20,10,30,250,16.904,CCU,MAA,BLR,None,None,None
6212,Multiple carriers,Delhi,Cochin,1 stop,No info,9627,5,21,8,30,19,0,630,15.280952380952382,DEL,BOM,COK,None,None,None
6213,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,4757,4,3,2,15,19,0,1005,4.733333333333333,DEL,BOM,COK,None,None,None
6214,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,5,24,14,5,22,35,510,28.570588235294117,CCU,BOM,BLR,None,None,None
6215,Air Asia,Kolkata,Banglore,1 stop,No info,5162,4,1,6,50,10,30,220,23.463636363636365,CCU,BBI,BLR,None,None,None
6216,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,18,16,30,16,20,1430,7.583216783216783,CCU,BOM,BLR,None,None,None
6217,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3815,3,21,9,0,11,30,150,25.433333333333334,CCU,BLR,None,None,None,None
6218,Jet Airways,Banglore,New Delhi,1 stop,No info,17261,3,6,11,40,9,30,1310,13.176335877862595,BLR,BOM,DEL,None,None,None
6219,Jet Airways,Banglore,New Delhi,1 stop,No info,16736,3,6,21,25,7,40,615,27.213008130081302,BLR,BOM,DEL,None,None,None
6220,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,6,21,9,0,11,25,145,26.489655172413794,CCU,BLR,None,None,None,None
6221,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,24,14,5,20,45,400,27.11,CCU,BOM,BLR,None,None,None
6222,IndiGo,Delhi,Cochin,1 stop,No info,6838,3,21,10,45,21,0,615,11.11869918699187,DEL,BOM,COK,None,None,None
6223,Air India,Kolkata,Banglore,1 stop,No info,6612,5,12,12,0,13,15,1515,4.364356435643565,CCU,BBI,BLR,None,None,None
6224,Air India,Banglore,New Delhi,non-stop,No info,8851,3,9,13,20,16,10,170,52.06470588235294,BLR,DEL,None,None,None,None
6225,Vistara,Mumbai,Hyderabad,1 stop,No info,12395,3,6,8,45,19,55,670,18.5,BOM,DEL,HYD,None,None,None
6226,Air Asia,Banglore,Delhi,non-stop,No info,4282,6,24,4,55,7,45,170,25.188235294117646,BLR,DEL,None,None,None,None
6227,Jet Airways,Kolkata,Banglore,1 stop,No info,14781,5,21,20,0,9,20,800,18.47625,CCU,BOM,BLR,None,None,None
6228,Multiple carriers,Delhi,Cochin,1 stop,No info,9646,6,12,9,45,22,30,765,12.609150326797385,DEL,HYD,COK,None,None,None
6229,IndiGo,Delhi,Cochin,1 stop,No info,6628,5,27,15,0,1,30,630,10.52063492063492,DEL,BOM,COK,None,None,None
6230,Vistara,Banglore,Delhi,non-stop,No info,4668,6,18,7,0,9,40,160,29.175,BLR,DEL,None,None,None,None
6231,Multiple carriers,Delhi,Cochin,1 stop,No info,16863,3,6,18,0,1,35,455,37.06153846153846,DEL,BOM,COK,None,None,None
6232,Multiple carriers,Delhi,Cochin,1 stop,No info,12192,6,9,7,0,19,0,720,16.933333333333334,DEL,BOM,COK,None,None,None
6233,Jet Airways,Delhi,Cochin,1 stop,No info,12719,3,21,2,15,4,25,1570,8.101273885350318,DEL,BOM,COK,None,None,None
6234,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,5,21,21,50,12,35,885,14.574011299435028,DEL,BOM,COK,None,None,None
6235,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,3,19,45,19,0,1395,7.356272401433691,DEL,BOM,COK,None,None,None
6236,SpiceJet,Kolkata,Banglore,1 stop,No info,7804,5,24,15,55,21,25,330,23.64848484848485,CCU,IXB,BLR,None,None,None
6237,IndiGo,Kolkata,Banglore,non-stop,No info,4174,4,18,4,40,7,15,155,26.929032258064517,CCU,BLR,None,None,None,None
6238,IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,6,27,20,5,21,40,95,23.442105263157895,BOM,HYD,None,None,None,None
6239,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,11087,3,18,22,50,9,0,610,18.175409836065572,BLR,BOM,DEL,None,None,None
6240,Multiple carriers,Delhi,Cochin,1 stop,No info,11667,3,21,8,0,18,50,650,17.94923076923077,DEL,BOM,COK,None,None,None
6241,Air India,Delhi,Cochin,non-stop,No info,7931,3,6,18,5,21,10,185,42.87027027027027,DEL,COK,None,None,None,None
6242,IndiGo,Chennai,Kolkata,non-stop,No info,5277,6,12,22,5,0,25,140,37.69285714285714,MAA,CCU,None,None,None,None
6243,Jet Airways,Kolkata,Banglore,1 stop,No info,13626,6,12,6,30,18,15,705,19.327659574468086,CCU,BOM,BLR,None,None,None
6244,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,5,18,18,15,4,25,610,20.28360655737705,DEL,BOM,COK,None,None,None
6245,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10031,3,24,6,30,18,10,700,14.33,CCU,BOM,BLR,None,None,None
6246,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,12,16,30,20,45,1695,6.397640117994101,CCU,BOM,BLR,None,None,None
6247,GoAir,Delhi,Cochin,1 stop,No info,6591,5,9,10,35,19,35,540,12.205555555555556,DEL,BOM,COK,None,None,None
6248,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5406,4,1,18,15,19,0,1485,3.6404040404040403,DEL,BOM,COK,None,None,None
6249,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,15,21,10,16,20,1150,9.429565217391305,CCU,BOM,BLR,None,None,None
6250,SpiceJet,Mumbai,Hyderabad,non-stop,No info,2017,5,27,22,45,0,15,90,22.41111111111111,BOM,HYD,None,None,None,None
6251,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,5,9,10,0,12,35,1595,7.757366771159875,DEL,BOM,COK,None,None,None
6252,Air India,Delhi,Cochin,1 stop,No info,8669,6,6,7,0,19,15,735,11.794557823129251,DEL,BOM,COK,None,None,None
6253,Air Asia,Delhi,Cochin,1 stop,No info,6151,3,27,7,55,15,45,470,13.087234042553192,DEL,BLR,COK,None,None,None
6254,Multiple carriers,Delhi,Cochin,1 stop,No info,10348,5,18,9,45,22,30,765,13.526797385620915,DEL,HYD,COK,None,None,None
6255,Jet Airways,Banglore,New Delhi,non-stop,No info,8016,3,24,19,55,22,35,160,50.1,BLR,DEL,None,None,None,None
6256,IndiGo,Banglore,Delhi,non-stop,No info,4823,6,12,8,30,11,20,170,28.370588235294118,BLR,DEL,None,None,None,None
6257,Air India,Kolkata,Banglore,non-stop,No info,5510,5,21,14,15,16,45,150,36.733333333333334,CCU,BLR,None,None,None,None
6258,Air India,Mumbai,Hyderabad,non-stop,No info,3100,3,18,6,20,7,40,80,38.75,BOM,HYD,None,None,None,None
6259,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,27,18,15,19,0,1485,6.91043771043771,DEL,BOM,COK,None,None,None
6260,Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,1,11,30,19,0,450,32.69777777777778,DEL,BOM,COK,None,None,None
6261,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,15,10,0,19,0,540,19.003703703703703,DEL,BOM,COK,None,None,None
6262,Air India,Banglore,Delhi,non-stop,No info,6961,6,18,17,0,19,50,170,40.94705882352941,BLR,DEL,None,None,None,None
6263,IndiGo,Delhi,Cochin,1 stop,No info,6206,5,27,17,30,1,30,480,12.929166666666667,DEL,BOM,COK,None,None,None
6264,Air India,Banglore,New Delhi,2 stops,No info,7904,3,15,8,15,22,55,880,8.981818181818182,BLR,HYD,VGA,DEL,None,None
6265,Jet Airways,Delhi,Cochin,2 stops,No info,12819,6,27,19,10,12,35,1045,12.266985645933014,DEL,AMD,BOM,COK,None,None
6266,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,15,21,50,12,35,885,11.5954802259887,DEL,BOM,COK,None,None,None
6267,IndiGo,Banglore,Delhi,non-stop,No info,4591,4,21,1,30,4,15,165,27.824242424242424,BLR,DEL,None,None,None,None
6268,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,24,9,40,12,35,1615,6.419814241486068,DEL,JAI,BOM,COK,None,None
6269,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,11142,5,9,7,5,19,15,730,15.263013698630138,DEL,BOM,COK,None,None,None
6270,Air India,Delhi,Cochin,non-stop,No info,4729,4,6,5,10,8,0,170,27.81764705882353,DEL,COK,None,None,None,None
6271,Multiple carriers,Delhi,Cochin,1 stop,No info,9424,5,9,13,0,1,30,750,12.565333333333333,DEL,BOM,COK,None,None,None
6272,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,15136,3,6,9,0,15,30,390,38.81025641025641,DEL,BOM,COK,None,None,None
6273,Air India,Delhi,Cochin,2 stops,No info,12199,5,18,17,15,7,40,865,14.102890173410405,DEL,HYD,BOM,COK,None,None
6274,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,12,11,30,4,25,1015,10.110344827586207,DEL,BOM,COK,None,None,None
6275,IndiGo,Delhi,Cochin,non-stop,No info,4729,4,3,14,20,17,35,195,24.25128205128205,DEL,COK,None,None,None,None
6276,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,6,9,17,10,19,40,150,25.606666666666666,CCU,BLR,None,None,None,None
6277,Jet Airways,Kolkata,Banglore,1 stop,No info,14388,5,18,18,55,9,20,865,16.633526011560694,CCU,BOM,BLR,None,None,None
6278,IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,6,27,2,35,4,5,90,30.6,BOM,HYD,None,None,None,None
6279,Air India,Banglore,New Delhi,2 stops,No info,12358,3,3,8,50,10,35,1545,7.998705501618123,BLR,BOM,NAG,DEL,None,None
6280,Air India,Kolkata,Banglore,2 stops,No info,6117,5,15,9,10,4,40,1170,5.228205128205128,CCU,BBI,HYD,BLR,None,None
6281,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,24,5,30,4,25,1375,11.00290909090909,DEL,JAI,BOM,COK,None,None
6282,Jet Airways,Kolkata,Banglore,1 stop,No info,14388,5,15,21,10,8,15,665,21.63609022556391,CCU,BOM,BLR,None,None,None
6283,Air India,Delhi,Cochin,1 stop,No info,7480,6,24,12,30,9,25,1255,5.960159362549801,DEL,MAA,COK,None,None,None
6284,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,10791,6,27,6,0,12,35,395,27.318987341772154,DEL,BOM,COK,None,None,None
6285,Jet Airways,Delhi,Cochin,1 stop,No info,12452,3,27,7,5,4,25,1280,9.728125,DEL,BOM,COK,None,None,None
6286,IndiGo,Kolkata,Banglore,1 stop,No info,4226,5,21,19,55,23,50,235,17.982978723404255,CCU,BBI,BLR,None,None,None
6287,Vistara,Banglore,Delhi,non-stop,No info,5403,4,15,21,0,23,50,170,31.78235294117647,BLR,DEL,None,None,None,None
6288,Multiple carriers,Delhi,Cochin,1 stop,No info,9646,6,1,9,45,22,30,765,12.609150326797385,DEL,HYD,COK,None,None,None
6289,Air Asia,Banglore,Delhi,non-stop,No info,4282,6,3,4,55,7,45,170,25.188235294117646,BLR,DEL,None,None,None,None
6290,Multiple carriers,Delhi,Cochin,1 stop,No info,7845,3,27,8,55,15,30,395,19.860759493670887,DEL,BOM,COK,None,None,None
6291,IndiGo,Chennai,Kolkata,non-stop,No info,3384,3,21,19,35,21,55,140,24.17142857142857,MAA,CCU,None,None,None,None
6292,IndiGo,Banglore,Delhi,non-stop,No info,4823,5,6,18,55,21,50,175,27.56,BLR,DEL,None,None,None,None
6293,IndiGo,Chennai,Kolkata,non-stop,No info,3597,6,15,19,35,21,55,140,25.692857142857143,MAA,CCU,None,None,None,None
6294,Multiple carriers,Delhi,Cochin,1 stop,No info,13587,6,15,9,0,21,0,720,18.870833333333334,DEL,BOM,COK,None,None,None
6295,Air Asia,Delhi,Cochin,1 stop,No info,13474,3,3,16,45,7,10,865,15.576878612716763,DEL,BLR,COK,None,None,None
6296,IndiGo,Chennai,Kolkata,non-stop,No info,3384,3,21,13,20,15,35,135,25.066666666666666,MAA,CCU,None,None,None,None
6297,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,27,5,30,19,0,810,18.677777777777777,DEL,JAI,BOM,COK,None,None
6298,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,5,21,6,30,8,15,1545,5.557281553398059,CCU,BOM,BLR,None,None,None
6299,IndiGo,Banglore,Delhi,non-stop,No info,4591,6,9,23,30,2,20,170,27.00588235294118,BLR,DEL,None,None,None,None
6300,Jet Airways,Delhi,Cochin,2 stops,No info,13882,6,27,11,45,12,35,1490,9.316778523489933,DEL,LKO,BOM,COK,None,None
6301,Multiple carriers,Delhi,Cochin,1 stop,No info,18286,3,3,13,0,1,35,755,24.219867549668873,DEL,BOM,COK,None,None,None
6302,Air Asia,Kolkata,Banglore,1 stop,No info,5192,5,15,7,35,19,25,710,7.312676056338028,CCU,DEL,BLR,None,None,None
6303,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11118,6,27,9,40,12,35,1615,6.88421052631579,DEL,JAI,BOM,COK,None,None
6304,IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,6,40,15,30,530,28.058490566037737,DEL,BOM,COK,None,None,None
6305,Air India,Kolkata,Banglore,2 stops,No info,15107,5,24,10,0,5,25,1165,12.967381974248926,CCU,DEL,AMD,BLR,None,None
6306,Air India,Delhi,Cochin,1 stop,No info,8669,6,12,7,0,19,15,735,11.794557823129251,DEL,BOM,COK,None,None,None
6307,GoAir,Kolkata,Banglore,1 stop,No info,5171,4,1,16,40,0,15,455,11.364835164835165,CCU,AMD,BLR,None,None,None
6308,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8529,6,12,16,30,12,0,1170,7.28974358974359,CCU,BOM,BLR,None,None,None
6309,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,7438,3,27,23,5,4,25,320,23.24375,DEL,BOM,COK,None,None,None
6310,IndiGo,Delhi,Cochin,1 stop,No info,6206,6,9,17,10,1,30,500,12.412,DEL,BOM,COK,None,None,None
6311,Air India,Banglore,Delhi,non-stop,No info,7171,6,9,17,0,19,45,165,43.46060606060606,BLR,DEL,None,None,None,None
6312,Jet Airways,Kolkata,Banglore,1 stop,No info,14151,6,9,9,35,14,25,1730,8.179768786127168,CCU,DEL,BLR,None,None,None
6313,Jet Airways,Kolkata,Banglore,1 stop,No info,14939,6,9,18,55,8,15,800,18.67375,CCU,BOM,BLR,None,None,None
6314,Jet Airways,Banglore,New Delhi,1 stop,No info,25735,3,1,11,40,11,25,1425,18.059649122807016,BLR,BOM,DEL,None,None,None
6315,Jet Airways,Delhi,Cochin,2 stops,No info,13882,6,12,9,25,4,25,1140,12.177192982456141,DEL,LKO,BOM,COK,None,None
6316,Vistara,Kolkata,Banglore,1 stop,No info,9555,5,18,20,20,18,50,1350,7.0777777777777775,CCU,DEL,BLR,None,None,None
6317,IndiGo,Kolkata,Banglore,non-stop,No info,4804,4,27,20,20,22,55,155,30.993548387096773,CCU,BLR,None,None,None,None
6318,Vistara,Chennai,Kolkata,non-stop,No info,6627,3,15,7,5,9,20,135,49.08888888888889,MAA,CCU,None,None,None,None
6319,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,5,12,6,30,12,0,330,26.01818181818182,CCU,BOM,BLR,None,None,None
6320,IndiGo,Kolkata,Banglore,non-stop,No info,4804,5,9,22,15,0,50,155,30.993548387096773,CCU,BLR,None,None,None,None
6321,Air India,Banglore,New Delhi,2 stops,No info,17135,3,1,8,50,23,55,2345,7.3070362473347545,BLR,BOM,AMD,DEL,None,None
6322,Jet Airways,Delhi,Cochin,1 stop,No info,15554,5,9,10,0,19,0,540,28.803703703703704,DEL,BOM,COK,None,None,None
6323,IndiGo,Delhi,Cochin,1 stop,No info,6838,5,27,8,30,21,0,750,9.117333333333333,DEL,BOM,COK,None,None,None
6324,IndiGo,Delhi,Cochin,1 stop,No info,8258,3,3,7,35,12,0,265,31.162264150943397,DEL,HYD,COK,None,None,None
6325,GoAir,Delhi,Cochin,1 stop,No info,8213,3,6,10,25,19,20,535,15.35140186915888,DEL,BOM,COK,None,None,None
6326,Multiple carriers,Delhi,Cochin,1 stop,No info,12192,6,6,7,0,19,0,720,16.933333333333334,DEL,BOM,COK,None,None,None
6327,Multiple carriers,Delhi,Cochin,1 stop,No info,14848,6,3,10,0,19,15,555,26.753153153153153,DEL,BOM,COK,None,None,None
6328,IndiGo,Kolkata,Banglore,non-stop,No info,4148,3,21,15,10,17,45,155,26.761290322580646,CCU,BLR,None,None,None,None
6329,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,6,20,0,12,0,960,11.295833333333333,CCU,BOM,BLR,None,None,None
6330,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,18,18,55,22,35,1660,6.532530120481928,CCU,BOM,BLR,None,None,None
6331,Multiple carriers,Delhi,Cochin,1 stop,No info,6795,6,24,19,0,1,30,390,17.423076923076923,DEL,BOM,COK,None,None,None
6332,Jet Airways,Kolkata,Banglore,1 stop,No info,14781,5,15,16,30,4,40,730,20.247945205479454,CCU,BOM,BLR,None,None,None
6333,IndiGo,Delhi,Cochin,1 stop,No info,6582,6,27,7,15,12,30,315,20.895238095238096,DEL,MAA,COK,None,None,None
6334,SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919,4,24,9,30,12,20,170,23.05294117647059,BLR,DEL,None,None,None,None
6335,Multiple carriers,Delhi,Cochin,1 stop,No info,9646,6,27,9,45,22,30,765,12.609150326797385,DEL,HYD,COK,None,None,None
6336,SpiceJet,Banglore,New Delhi,1 stop,1 Long layover,7744,3,1,15,35,23,40,485,15.96701030927835,BLR,HYD,DEL,None,None,None
6337,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11733,6,6,9,40,12,35,1615,7.265015479876161,DEL,JAI,BOM,COK,None,None
6338,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,15,9,0,4,25,1165,8.808583690987124,DEL,BOM,COK,None,None,None
6339,Jet Airways,Banglore,New Delhi,1 stop,No info,17524,3,12,5,45,12,15,390,44.93333333333333,BLR,BOM,DEL,None,None,None
6340,SpiceJet,Mumbai,Hyderabad,non-stop,No info,3603,3,9,22,45,0,10,85,42.38823529411765,BOM,HYD,None,None,None,None
6341,Multiple carriers,Delhi,Cochin,1 stop,No info,7564,5,18,7,30,19,15,705,10.729078014184397,DEL,BOM,COK,None,None,None
6342,Multiple carriers,Delhi,Cochin,1 stop,No info,7005,6,9,10,20,21,0,640,10.9453125,DEL,BOM,COK,None,None,None
6343,IndiGo,Delhi,Cochin,1 stop,No info,14871,3,3,9,10,1,35,985,15.09746192893401,DEL,BOM,COK,None,None,None
6344,Air Asia,Banglore,Delhi,non-stop,No info,4282,4,18,4,55,7,45,170,25.188235294117646,BLR,DEL,None,None,None,None
6345,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,27,23,5,12,35,810,18.677777777777777,DEL,AMD,BOM,COK,None,None
6346,Air Asia,Delhi,Cochin,1 stop,No info,6752,6,24,16,45,22,25,340,19.858823529411765,DEL,BLR,COK,None,None,None
6347,Air India,Delhi,Cochin,non-stop,No info,6094,5,21,14,5,17,55,230,26.495652173913044,DEL,COK,None,None,None,None
6348,IndiGo,Mumbai,Hyderabad,non-stop,No info,3175,5,1,16,55,18,25,90,35.27777777777778,BOM,HYD,None,None,None,None
6349,Multiple carriers,Delhi,Cochin,1 stop,No info,8266,6,27,8,45,19,15,630,13.12063492063492,DEL,BOM,COK,None,None,None
6350,GoAir,Banglore,Delhi,non-stop,No info,6722,4,12,20,55,23,40,165,40.73939393939394,BLR,DEL,None,None,None,None
6351,SpiceJet,Kolkata,Banglore,non-stop,No info,3873,6,24,6,55,9,30,155,24.98709677419355,CCU,BLR,None,None,None,None
6352,Air India,Mumbai,Hyderabad,non-stop,No info,2575,4,3,13,55,15,25,90,28.61111111111111,BOM,HYD,None,None,None,None
6353,Multiple carriers,Delhi,Cochin,1 stop,No info,7787,5,21,6,40,19,15,755,10.313907284768211,DEL,BOM,COK,None,None,None
6354,IndiGo,Delhi,Cochin,1 stop,No info,9257,3,3,2,0,7,45,345,26.831884057971013,DEL,BLR,COK,None,None,None
6355,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030,5,12,18,55,22,0,185,21.783783783783782,BLR,DEL,None,None,None,None
6356,SpiceJet,Banglore,Delhi,non-stop,No info,4991,5,3,21,10,0,5,175,28.52,BLR,DEL,None,None,None,None
6357,IndiGo,Delhi,Cochin,1 stop,No info,9861,3,21,7,30,13,20,350,28.174285714285713,DEL,BOM,COK,None,None,None
6358,IndiGo,Banglore,New Delhi,1 stop,No info,10406,3,15,16,50,21,35,285,36.512280701754385,BLR,NAG,DEL,None,None,None
6359,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,7229,6,9,15,15,18,10,175,41.308571428571426,BLR,DEL,None,None,None,None
6360,Multiple carriers,Delhi,Cochin,1 stop,No info,7670,5,15,8,45,21,0,735,10.435374149659864,DEL,BOM,COK,None,None,None
6361,Jet Airways,Delhi,Cochin,2 stops,No info,14300,6,24,20,0,4,25,505,28.316831683168317,DEL,ATQ,BOM,COK,None,None
6362,Vistara,Kolkata,Banglore,1 stop,No info,8452,5,15,7,10,10,45,1655,5.106948640483384,CCU,DEL,BLR,None,None,None
6363,SpiceJet,Kolkata,Banglore,non-stop,No info,3873,4,6,14,55,17,25,150,25.82,CCU,BLR,None,None,None,None
6364,SpiceJet,Kolkata,Banglore,1 stop,No info,6853,6,9,8,35,17,15,520,13.178846153846154,CCU,PNQ,BLR,None,None,None
6365,Jet Airways,Banglore,Delhi,non-stop,No info,7229,4,6,11,10,14,5,175,41.308571428571426,BLR,DEL,None,None,None,None
6366,Jet Airways,Banglore,Delhi,non-stop,No info,7229,4,15,19,50,22,50,180,40.16111111111111,BLR,DEL,None,None,None,None
6367,Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,3,19,15,12,35,1040,14.148076923076923,DEL,BOM,COK,None,None,None
6368,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,12,17,15,19,50,155,30.993548387096773,CCU,BLR,None,None,None,None
6369,IndiGo,Kolkata,Banglore,1 stop,No info,11465,5,9,9,20,14,15,295,38.86440677966102,CCU,PAT,BLR,None,None,None
6370,IndiGo,Banglore,Delhi,non-stop,No info,4591,4,21,23,30,2,20,170,27.00588235294118,BLR,DEL,None,None,None,None
6371,IndiGo,Delhi,Cochin,1 stop,No info,6628,6,9,9,15,1,30,975,6.797948717948718,DEL,BOM,COK,None,None,None
6372,IndiGo,Delhi,Cochin,1 stop,No info,8025,3,6,2,0,7,45,345,23.26086956521739,DEL,BLR,COK,None,None,None
