,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
7009,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,3,18,2,55,4,25,90,63.08888888888889
7010,Air India,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,8366,5,24,9,25,7,55,1350,6.197037037037037
7011,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,11753,6,6,10,55,19,15,500,23.506
7012,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,6,24,22,20,0,40,140,27.435714285714287
7013,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9345,5,15,17,0,23,25,385,24.272727272727273
7014,Air India,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,2 stops,No info,15107,6,6,14,30,8,55,1105,13.671493212669683
7015,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,6,7,5,22,30,925,10.428108108108107
7016,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,7,5,4,25,1280,8.0171875
7017,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,In-flight meal not included,8456,3,27,19,10,4,25,555,15.236036036036037
7018,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,6,9,22,20,0,40,140,27.435714285714287
7019,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12537,3,27,7,5,13,20,375,33.432
7020,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,6,9,35,12,10,155,30.993548387096773
7021,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7005,6,6,10,20,21,0,640,10.9453125
7022,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13587,6,15,7,5,21,0,835,16.27185628742515
7023,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4050,5,12,7,5,8,30,85,47.64705882352941
7024,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,21,9,35,12,20,165,25.13939393939394
7025,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3850,5,1,5,15,7,40,145,26.551724137931036
7026,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4591,4,27,1,30,4,15,165,27.824242424242424
7027,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,18,17,45,20,45,180,44.53333333333333
7028,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,18,15,15,17,45,150,32.026666666666664
7029,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,18,5,45,8,15,1590,8.767924528301887
7030,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7006,5,21,6,40,21,0,860,8.146511627906976
7031,Air India,Kolkata,Banglore,CCU ? GAU ? IMF ? DEL ? BLR,3 stops,No info,14015,5,12,9,50,23,15,805,17.40993788819876
7032,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,3,12,22,55,7,40,525,21.11809523809524
7033,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,5647,3,9,6,40,12,0,320,17.646875
7034,IndiGo,Delhi,Cochin,DEL ? PNQ ? COK,1 stop,No info,8745,5,21,23,30,4,35,305,28.672131147540984
7035,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,1,6,0,8,45,165,48.58181818181818
7036,Jet Airways,Delhi,Cochin,DEL ? COK,non-stop,In-flight meal not included,7202,6,9,11,0,14,15,195,36.93333333333333
7037,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,5963,3,21,16,0,18,50,1610,3.703726708074534
7038,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,6,9,45,22,30,765,12.609150326797385
7039,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3100,6,21,13,55,15,25,90,34.44444444444444
7040,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,9,15,20,17,55,155,26.761290322580646
7041,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,5,1,18,25,21,20,175,27.56
7042,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,4,6,17,10,19,40,150,25.606666666666666
7043,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,3,9,40,19,0,560,23.239285714285714
7044,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,2,15,4,25,1570,6.5363057324840765
7045,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2575,3,27,21,5,22,25,80,32.1875
7046,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,19225,3,6,8,0,15,15,435,44.195402298850574
7047,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,6,20,20,22,55,155,26.929032258064517
7048,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7870,6,6,14,25,19,35,310,25.387096774193548
7049,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7934,3,21,13,0,19,15,375,21.157333333333334
7050,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,No info,11360,3,21,10,45,18,50,485,23.422680412371133
7051,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,6,27,6,50,16,10,560,11.503571428571428
7052,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,3,20,55,4,25,450,22.804444444444446
7053,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6732,3,27,11,30,19,15,465,14.477419354838709
7054,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,6,9,9,45,12,35,170,27.458823529411763
7055,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6258,4,21,2,0,7,45,345,18.139130434782608
7056,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16108,6,15,7,5,19,15,730,22.065753424657533
7057,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14871,3,6,6,40,13,20,400,37.1775
7058,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,4483,4,9,23,55,2,45,170,26.370588235294118
7059,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,In-flight meal not included,8066,5,12,20,25,23,35,1630,4.948466257668712
7060,SpiceJet,Kolkata,Banglore,CCU ? IXB ? BLR,1 stop,No info,9946,6,9,11,15,18,30,435,22.864367816091953
7061,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6027,5,21,15,10,20,50,340,17.726470588235294
7062,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,22,50,12,35,825,12.43878787878788
7063,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,9,21,10,18,15,1265,8.572332015810277
7064,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,15,16,30,23,35,425,20.20235294117647
7065,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,6015,5,27,14,25,17,40,195,30.846153846153847
7066,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4990,4,18,13,0,15,50,170,29.352941176470587
7067,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,12,21,10,16,20,1150,9.429565217391305
7068,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13377,6,6,11,30,1,30,840,15.925
7069,Air India,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,12257,6,9,18,45,19,15,1470,8.338095238095239
7070,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,27,17,15,19,50,155,30.993548387096773
7071,Vistara,Banglore,New Delhi,BLR ? AMD ? DEL,1 stop,No info,10008,3,9,6,40,21,55,915,10.937704918032788
7072,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,5,1,19,35,21,55,140,25.692857142857143
7073,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,5,6,22,10,1,0,170,20.111764705882354
7074,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16289,5,27,7,5,19,0,715,22.78181818181818
7075,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,18,16,30,12,0,1170,9.26837606837607
7076,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9526,6,1,10,20,19,15,535,17.805607476635515
7077,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8849,4,1,21,10,9,20,730,12.121917808219179
7078,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6121,5,6,6,10,8,55,165,37.096969696969694
7079,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,No info,12347,3,21,18,25,18,50,1465,8.427986348122866
7080,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,5613,4,18,21,0,23,50,170,33.01764705882353
7081,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,18253,3,3,23,5,18,50,1185,15.40337552742616
7082,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14848,5,21,10,0,19,15,555,26.753153153153153
7083,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4995,5,15,10,20,11,50,90,55.5
7084,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4591,6,6,23,30,2,20,170,27.00588235294118
7085,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4462,3,18,20,25,23,5,160,27.8875
7086,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,21,22,50,19,0,1210,10.659504132231405
7087,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12032,3,27,9,0,18,50,590,20.39322033898305
7088,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,5,9,9,40,4,25,1125,11.581333333333333
7089,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3543,6,3,17,45,20,5,140,25.307142857142857
7090,Air India,Banglore,New Delhi,BLR ? DEL,non-stop,No info,8851,3,3,6,10,8,55,165,53.64242424242424
7091,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,6,22,50,4,25,335,43.92238805970149
7092,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,4,24,6,55,9,30,155,24.780645161290323
7093,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7531,3,21,11,40,19,15,455,16.551648351648353
7094,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7845,3,27,6,0,13,20,440,17.829545454545453
7095,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,9663,5,9,6,30,12,0,330,29.28181818181818
7096,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,5,6,2,55,4,20,85,66.8
7097,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,5780,5,18,1,30,4,15,165,35.03030303030303
7098,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3841,4,9,9,0,11,25,145,26.489655172413794
7099,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,7174,6,24,17,40,23,0,320,22.41875
7100,Air India,Kolkata,Banglore,CCU ? BOM ? HBX ? BLR,2 stops,No info,13616,5,18,9,25,17,20,1915,7.110182767624021
7101,Multiple carriers,Delhi,Cochin,DEL ? IXU ? BOM ? COK,2 stops,No info,18275,5,27,17,50,1,30,460,39.72826086956522
7102,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,14482,5,15,9,25,13,45,1700,8.518823529411765
7103,Air India,Kolkata,Banglore,CCU ? IXR ? BBI ? BLR,2 stops,No info,7662,5,6,5,50,13,15,445,17.217977528089886
7104,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,11281,5,15,22,0,19,15,1275,8.847843137254902
7105,Air India,Kolkata,Banglore,CCU ? HYD ? BLR,1 stop,No info,6117,5,21,19,0,11,5,965,6.338860103626943
7106,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No info,4423,4,6,5,55,8,35,160,27.64375
7107,Air India,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,2 stops,No info,9416,6,6,12,0,21,50,590,15.959322033898305
7108,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,6,21,10,0,12,45,165,42.18787878787879
7109,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,No info,13376,6,1,6,45,4,25,1300,10.28923076923077
7110,GoAir,Banglore,New Delhi,BLR ? DEL,non-stop,No info,4239,3,24,7,45,10,40,175,24.222857142857144
7111,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13727,5,15,10,0,21,0,660,20.798484848484847
7112,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,13067,5,18,17,0,14,25,1285,10.168871595330739
7113,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,6,21,13,20,16,10,170,40.94705882352941
7114,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,7064,4,1,18,55,23,35,1720,4.1069767441860465
7115,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8784,3,21,6,40,21,0,860,10.213953488372093
7116,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,1,8,25,4,40,1215,11.474074074074075
7117,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15058,6,24,7,5,19,15,730,20.627397260273973
7118,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6451,6,27,20,45,7,10,625,10.3216
7119,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,6,5,30,19,0,810,16.066666666666666
7120,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,22794,3,3,14,10,19,20,310,73.52903225806452
7121,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6922,4,27,10,35,19,35,540,12.818518518518518
7122,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,4,12,11,10,14,5,175,41.308571428571426
7123,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13587,6,12,10,0,21,0,660,20.586363636363636
7124,Air India,Delhi,Cochin,DEL ? JDH ? BOM ? COK,2 stops,No info,11228,3,21,12,55,19,15,1820,6.1692307692307695
7125,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,4282,5,1,4,55,7,45,170,25.188235294117646
7126,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,12284,3,18,5,45,10,25,280,43.871428571428574
7127,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,9,0,12,35,1655,6.200604229607251
7128,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,6741,5,21,6,0,9,10,190,35.47894736842105
7129,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,6,15,10,30,13,20,170,23.194117647058825
7130,Air India,Kolkata,Banglore,CCU ? GAU ? BLR,1 stop,No info,7662,5,12,16,45,21,5,1700,4.507058823529412
7131,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,12,8,25,8,15,1430,6.004195804195804
7132,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,5117,3,27,20,40,9,25,765,6.688888888888889
7133,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,No info,13376,6,24,14,35,12,35,1320,10.133333333333333
7134,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,5298,5,15,6,50,12,10,320,16.55625
7135,GoAir,Banglore,Delhi,BLR ? DEL,non-stop,No info,4632,4,9,7,45,10,40,175,26.46857142857143
7136,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,1,19,30,4,25,535,24.325233644859814
7137,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,12649,3,1,21,20,0,15,175,72.28
7138,IndiGo,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,6303,3,24,8,15,13,0,285,22.11578947368421
7139,Multiple carriers,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,11560,3,9,13,15,21,20,485,23.835051546391753
7140,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4823,5,21,8,30,11,20,170,28.370588235294118
7141,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7031,4,21,10,35,19,35,540,13.02037037037037
7142,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No info,4423,5,15,9,30,12,20,170,26.01764705882353
7143,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,10975,6,12,9,45,9,25,1420,7.72887323943662
7144,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3873,4,9,22,20,0,40,140,27.664285714285715
7145,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4107,4,24,19,55,22,25,150,27.38
7146,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,11087,3,18,16,55,10,25,1050,10.55904761904762
7147,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10529,5,15,7,30,19,0,690,15.259420289855072
7148,Vistara,Banglore,New Delhi,BLR ? DEL,non-stop,No info,6138,3,15,7,0,9,40,160,38.3625
7149,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,13817,3,12,22,55,15,15,980,14.098979591836734
7150,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,In-flight meal not included,6093,6,27,7,10,22,30,920,6.622826086956522
7151,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,3,24,7,10,8,35,85,66.8
7152,Air India,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,7893,4,1,17,30,8,55,925,8.532972972972972
7153,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6121,5,1,13,20,16,10,170,36.00588235294118
7154,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,4,9,17,45,20,45,180,25.244444444444444
7155,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,3,2,15,19,0,1005,14.640796019900497
7156,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14388,5,18,14,5,8,15,1090,13.2
7157,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16108,6,1,8,0,19,15,675,23.863703703703703
7158,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,12402,6,3,7,0,19,0,720,17.225
7159,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,In-flight meal not included,12384,5,1,9,35,21,5,690,17.94782608695652
7160,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,6094,4,24,14,10,17,10,180,33.855555555555554
7161,IndiGo,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,5276,6,9,19,35,23,15,220,23.98181818181818
7162,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,24,4,40,7,15,155,30.993548387096773
7163,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,2 stops,No info,11281,5,1,22,0,19,15,1275,8.847843137254902
7164,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,6068,3,27,8,0,18,50,650,9.335384615384616
7165,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,5,12,7,10,10,10,180,40.16111111111111
7166,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6628,6,12,9,15,1,30,975,6.797948717948718
7167,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,13502,3,6,14,5,7,40,1055,12.798104265402843
7168,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,14086,3,9,16,0,1,35,575,24.497391304347826
7169,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,4959,6,12,10,35,19,35,540,9.183333333333334
7170,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16376,5,27,2,15,12,35,620,26.412903225806453
7171,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,6,15,22,15,0,50,155,30.993548387096773
7172,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,13817,3,12,22,55,16,10,1035,13.349758454106281
7173,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,5,1,15,15,18,10,175,41.308571428571426
7174,SpiceJet,Chennai,Kolkata,MAA ? CCU,non-stop,No check-in baggage included,3859,6,3,9,45,12,0,135,28.585185185185185
7175,Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,2 stops,No info,13899,5,21,10,0,5,25,1165,11.930472103004291
7176,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6628,6,24,9,15,1,30,975,6.797948717948718
7177,IndiGo,Delhi,Cochin,DEL ? PNQ ? COK,1 stop,No info,10123,5,15,23,30,4,35,305,33.19016393442623
7178,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3873,4,3,6,55,9,30,155,24.98709677419355
7179,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13339,3,24,6,30,23,25,1015,13.141871921182267
7180,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14714,6,6,19,45,4,25,520,28.296153846153846
7181,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12692,6,12,20,25,18,0,1295,9.800772200772201
7182,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5281,6,15,7,0,12,55,355,14.87605633802817
7183,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,24,5,30,19,0,810,12.8
7184,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13377,5,27,16,0,1,30,570,23.46842105263158
7185,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,5,27,23,5,19,0,1195,12.660251046025104
7186,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,6,6,10,0,12,45,165,42.18787878787879
7187,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,24,20,0,19,50,1430,7.583216783216783
7188,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13759,3,24,19,45,16,20,1235,11.140890688259109
7189,Air India,Mumbai,Hyderabad,BOM ? BHO ? DEL ? HYD,2 stops,No info,12119,3,12,6,0,19,25,2245,5.398218262806236
7190,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,3807,6,15,22,50,1,20,150,25.38
7191,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,18,22,10,1,0,170,23.194117647058825
7192,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,1,16,30,8,15,945,14.752380952380953
7193,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,24,20,0,10,5,845,10.16094674556213
7194,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,6245,4,1,14,15,16,45,150,41.63333333333333
7195,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,13067,5,6,9,35,18,0,505,25.875247524752474
7196,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14871,3,6,8,25,15,30,425,34.99058823529412
7197,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13377,6,24,14,0,1,30,690,19.38695652173913
7198,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12373,5,9,19,45,19,0,1395,8.869534050179212
7199,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14231,3,24,13,55,19,40,345,41.24927536231884
7200,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No check-in baggage included,1965,5,1,22,45,0,15,90,21.833333333333332
7201,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14924,6,3,7,5,12,35,330,45.224242424242426
7202,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,1,15,30,18,5,155,26.929032258064517
7203,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,4725,4,3,7,0,12,55,355,13.309859154929578
7204,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,17057,3,3,2,15,13,20,665,25.649624060150376
7205,Air India,Banglore,New Delhi,BLR ? CCU ? DEL,1 stop,No info,11444,3,3,11,5,22,45,700,16.34857142857143
7206,Jet Airways,Delhi,Cochin,DEL ? COK,non-stop,In-flight meal not included,7202,6,12,11,0,14,15,195,36.93333333333333
7207,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4030,5,15,18,55,22,0,185,21.783783783783782
7208,Air India,Mumbai,Hyderabad,BOM ? BLR ? HYD,1 stop,No info,9535,3,6,9,15,9,15,1440,6.621527777777778
7209,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,1,16,30,10,5,1055,8.138388625592418
7210,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,18,5,45,4,40,1375,6.244363636363636
7211,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No info,3625,5,18,5,55,8,35,160,22.65625
7212,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8055,3,27,6,0,21,0,900,8.95
